"	Copilot Raw	",,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,46.81,7.6,"[79, 116]"
2,47.23,8.3,None
3,44.31,5.7,None
4,38.79,1.9,None
5,39.57,2.8,None
6,41.25,5.3,None
7,44.36,4.5,None
8,41.82,6.6,None
9,41.93,2.7,"[306], [79, 116]"
10,42.96,8.2,None
,,,
Idea 1,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,50.61,8.3,None
2,51.37,5.6,None
3,48.79,9.8,None
4,49.35,3.5,None
5,50.63,4.8,None
6,57.81,5.3,None
7,56.13,4.6,None
8,55.98,5.5,None
9,55.61,8.1,None
10,54.01,2.3,None
,,,
Idea 2,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,60.02,9.6,None
2,58.13,7.5,None
3,59.92,4.8,None
4,46.71,3.4,None
5,51.34,5.7,None
6,50.29,7.1,None
7,55.12,8.2,None
8,56.17,3.9,None
9,60.22,4.4,None
10,63.41,3.3,None
,,,
Idea 3,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,,N/A,
2,,N/A,
3,,N/A,
4,,N/A,
5,,N/A,
6,,N/A,
7,,N/A,
8,,N/A,
9,,N/A,
10,,N/A,
