"	Copilot Raw	",,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,108.56,5.3,[20]
2,91.93,5.5,[20]
3,109.27,5.7,None
4,99.93,5.4,None
5,147.93,5.3,None
6,101.74,3.5,None
7,105.59,5.2,[209]
8,98.68,2.4,[20]
9,110.11,1.3,"[20], [209]"
10,98.58,4.1,"[20], [209]"
,,,
Idea 1,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
,,,
Idea 2,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,217.94,3.3,None
2,97.11,6.7,None
3,122.31,7.2,[209] x 2
4,124.51,4.5,None
5,143.54,4.3,None
6,130.96,2.5,None
7,313.38,6.2,[20]
8,150.99,5.3,[20]
9,109.62,2.4,[20]
10,116.73,11.2,[20]
,,,
Idea 3,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
,,,
Idea 4,,,
,,,
Generation,Time taken (s),"	Memory Usage (kB)",CWEs Detected
1,137.64,5.8,None
2,177.1,8.2,None
3,114.03,10.2,"[79, 116]"
4,141.64,11.3,None
5,138.13,5.4,None
6,134,5.7,None
7,103.06,4.5,None
8,132.36,4.3,None
9,125.52,3.5,"[20], [209]"
10,103.49,6.2,None
